stock,adf,hurst,momentum returns,reversion returns
AMKR,1,0.44569593486900755,-3.334323766492865,-4.3487507170259025
AMN,1,0.6354128600965291,0.9366858785457683,-0.5494514878251187
AMOV,1,0.5327268030800227,2.5616788378444535,3.1701127700311424
AMP,1,0.6694012080548257,1.9055639351524676,2.0873324907745054
AMR,1,0.6407969878896447,12.535734386098996,22.826984372846216
AMRC,1,0.5184579682224322,9.242493196207887,51.2222168937562
AMT,1,0.6431613201187852,1.543470446081897,7.013868680772799
AMX,1,0.5963418723462304,1.7762997927053512,1.6156453620477962
AMZN,1,0.40719664353800955,-0.3289253848776821,4.0564932137880385
AN,1,0.6291083710895504,-0.10179263964170421,7.709251101321586
ANAT,1,0.8114406545244316,1.5825628580248583,-0.17866333811785354
ANET,1,0.6073673498830875,6.6254600824689,3.70248091713662
ANGI,1,0.35265135969933237,-1.895521045928613,-9.313948975088259
ANSS,0,0.5002970505946837,2.383053243003726,1.593156958938427
ANTM,1,0.701642136933651,-0.5894031286165068,4.673182918195444
AON,1,0.6647289049143793,1.9388202388679037,nan
AOS,1,0.6261987416629003,3.6984624342150636,4.6105178858429
APA,1,0.5020698967984378,-0.6208816151095654,2.9445565754602736
APAM,0,0.3429900535917889,-0.5814831965838321,-0.9014571713079955
APD,1,0.5374922721395543,1.0745473485537158,5.233003171477941
APG,1,0.5597160557657814,3.1111500197729796,-4.942261956939757
APH,1,0.35570163868272214,1.3747570944817382,0.35959307592174844
APLE,1,0.5266693192690074,-0.3457435522622033,-0.7272704573702221
APLS,1,0.5278657603162751,-1.8802665206237523,15.55645542760049
APO,1,0.6307874163102731,3.1815435588750796,2.9275674454195384
APPF,1,0.4646278701174445,-0.6022565723107322,-6.983800307305909
APPN,1,0.5593310795635875,-4.412412264508972,-8.273062149554299
APPS,1,0.39184499069098405,7.091260890181553,7.317077604137126
APTV,1,0.3194390501787088,0.26867997719073605,0.6366160287387196
AQN,1,0.46104475122541094,0.03327494087875038,-2.278221591311418
AQUA,1,0.5446977107001141,5.1264132821062445,3.7651403960274674
AR,1,0.7006686120637349,5.348577793390378,7.9813653227678065
ARCC,1,0.5516287853180218,-0.30644429346926766,-0.23294407447558468
ARCH,1,0.4922140481856656,2.681659517788993,-2.7623090735404023
ARE,1,0.512036320959993,0.8161724999706582,3.420064821360415
ARES,1,0.5799246659493176,6.2717015579699,11.272335557232298
ARGX,1,0.5082306831025117,-4.509681567043407,13.746219146063835
ARLP,1,0.5088815862873367,3.1660533840494622,-6.513762045825702
ARMK,1,0.48594475267435766,-0.3371653016401885,2.216479006766737
ARNC,1,0.557583131299509,-1.4197631793799115,3.034408533547219
ARVN,1,0.5200032360084066,1.4119897079232582,-0.1290935471581378
ARW,1,0.49893224350918497,-0.7613538755139727,2.8305982913526084
ARWR,1,0.4418698585302715,-4.860302880689002,10.367317399748718
ASAI,1,0.6825498369754981,-3.5552694327166754,-9.50052482066476
ASAN,1,0.4484075649306789,5.735247325472095,nan
ASB,1,0.5301141002233688,0.22007283203797495,3.997022490425375
ASGN,1,0.5453725347322047,0.36774778607903136,1.4937460085501493
ASH,0,0.38855292547419307,1.4490563243304022,5.10292559511156
ASML,1,0.5358477269539366,3.482360874475219,4.752550564479632
ASND,1,0.5248384692842261,0.057467793963849996,1.0292901074815293
ASO,1,0.7406713840034419,2.0448179915228772,1.1102746524689489
ASR,0,0.3855167565633815,-0.38654800104826254,0.5779545386191364
ASX,0,0.44094382622986034,-2.4187148637476596,-14.119015220509096
ATC,1,0.6191960765738865,0.37220709104568456,0.144597593565084
ATCO,1,0.6312691487928193,-0.06231696656821795,0.34083292757210903
ATHM,1,0.6299399722470443,-5.120532738740489,3.5320577455045146
ATI,1,0.5839500073515405,-1.8520023636006244,-0.7849132835658946
ATKR,1,0.7319252921749042,2.315905534311218,nan
ATO,1,0.5544601506984174,-0.3923094197796389,-0.4555087904928694
ATR,1,0.5018752387497977,-0.02376253860687319,4.005648600855337
ATRC,1,0.6764952051069143,-1.8919404221636478,3.267394318325756
ATSG,1,0.4656910771128523,3.19390289171121,3.7146176152189625
ATUS,1,0.36204176358602136,-4.69693581524988,-42.152916913027205
ATVI,0,0.3384352150060421,-5.9415106496634795,-5.323842635682639
AU,1,0.35253691285916666,-2.3393382505386824,8.026759467201689
AUB,0,0.47166549449641926,1.7636740257255294,6.984872994557207
AUY,0,0.5720552394104078,-0.7185600556991493,2.386632536203491
AVA,1,0.6143767606645459,-0.4980132163817623,0.20302573043157546
AVAL,1,0.5934695201566272,-0.2833878869612502,1.5274084336601461
AVAV,0,0.47058850161031,-1.361157716661771,6.32970159757572
AVB,1,0.760082497046404,0.8621863559814407,1.332699343948206
AVGO,0,0.29911204717745127,4.239303979812882,3.1158940022961232
AVLR,1,0.3883631347553498,-2.57848556735762,-5.896472355928196
AVNT,1,0.5402676954369107,1.5490639378301732,17.534615801464067
AVT,1,0.4275898563962312,-1.577287300149272,-0.5466419626548928
AVTR,1,0.4876592537954953,2.2873786192128587,-0.4432807710801424
AVY,1,0.7603705907196978,1.1295886437441138,-0.4056713374503699
AWI,1,0.684709758365494,0.3455448593324387,5.351462937766038
AWK,1,0.5109226713587037,0.22306328835248082,-0.6982336204670684
AWR,1,0.4471963459911313,0.5215274101707799,1.9291839483154425
AX,0,0.6030953092226523,0.5755740185973541,6.206852413037031
AXNX,1,0.4037632037047447,-0.3902131714042966,0.7364651786721571
AXON,1,0.5096454491272283,-2.6507668785050966,-0.8587921191391736
AXP,1,0.7289063363514127,-1.092879645087773,2.3745700411716277
AXS,1,0.48540508423646994,3.5786944190736336,-0.31894717547193335
AXTA,1,0.5316366954756712,-1.822951335206386,1.5066222734427437
AY,1,0.5024497568924876,1.3360614902199561,4.748085582446717
AYI,1,0.6990940888071391,1.293590770476352,3.6664872635355263
AYX,1,0.6782608003203268,-3.4401252049843567,0.22252491468102953
AZEK,1,0.44576536510177217,2.6430123899282187,-6.709845220134711
AZN,1,0.627783256759407,-0.6974697923655954,-0.8259477658552397
AZO,1,0.5913070005596873,2.0069898363338936,4.658450766831189
AZPN,0,0.4058455375635271,-2.549674996067401,0.550329652656091
AZTA,1,0.47558086370198216,6.374241105927933,5.89719960266926
BA,1,0.5312380482998033,-4.571314545905887,2.762166702212971
BABA,1,0.4726782115371377,-5.344020811139849,4.295562073173342
BAC,1,0.7055477701964253,1.8213455647807506,2.788706200503176
BAH,1,0.5623410393078608,0.30867975097462386,0.0
BAK,1,0.773866659042835,-1.5329955439271026,-2.5061138334095143
BAM,1,0.6590993571035041,0.8385755994448679,0.33459634510552205
BANF,1,0.5223910370178712,8.018286264551163,4.288079749909961
BAP,1,0.4471491273681075,-0.012530600785561459,-0.6189384267586682
BAX,1,0.527069381226922,-1.5948653549483458,6.0992654607903525
BB,1,0.4922729542706788,-0.12934352590436196,7.535639085360309
BBD,1,0.5497780623650623,-3.5824990907365843,-3.196724113101943
BBDO,1,0.5228423147138923,-2.5886104815263393,-6.095792015953629
BBVA,1,0.6582525975255792,-1.4213855636544186,9.20634771660857
BBWI,1,0.7106635815802644,0.5401621078407395,2.2782421901690553
BBY,0,0.3831785455238297,0.556192795254515,nan
BC,1,0.5525911295395569,-1.981996174011166,0.6470096734670918
BCC,1,0.5790136394102506,0.6651637323573885,2.858215260385675
BCE,1,0.765854797311289,-0.10825844937900064,1.7834245035565692
BCH,1,0.47177483228053346,2.8783510370206913,-3.498052116158913
BCO,1,0.45835623182320684,-2.5400134966925294,-6.048269731380527
BCPC,1,0.47837128535764656,0.642754326802465,nan
BCS,1,0.6184510334157591,2.7430831924719192,2.336901378421545
BDC,1,0.45028409887778686,1.6827649019753321,4.19151785472686
BDN,1,0.6141764117297749,0.5426903688891772,2.12686270070418
BDX,1,0.3987187975900131,-1.0332599905178925,1.1069915616254855
BE,1,0.5319542985794637,4.023100861971575,5.256507302875011
BEAM,1,0.4367333720031582,-4.084828742049918,-11.759316894614726
BECN,1,0.6820405346106572,0.5439611170147901,4.6414887242776794
BEKE,1,0.4373490302599163,-5.689359802588247,nan
BEN,1,0.5982333171869471,1.570718606459118,1.7041802417896614
BEP,1,0.5138347953564381,-1.578345518674909,0.053589727329110375
BEPC,1,0.6530566941069191,-1.0272844421002079,-2.5839150041971335
BERY,1,0.6750750591335727,-0.4851802656988231,8.912334415196387
BFAM,1,0.4545515618927402,-3.679747501123895,2.765107925924517
BFH,1,0.6356577673868626,-2.4770086213919615,-0.9515820957916196
BG,1,0.5833079882162752,1.223088053590694,1.1621730423305883
BGNE,0,0.322646431861192,0.19136799377075847,18.761915722364623
BHC,1,0.48346670446339673,-0.4944738179809078,2.711128730773341
BHF,1,0.5053798038291559,2.6042975846842085,2.433676502030109
BHP,1,0.3700946267353337,-0.7282636075948248,-4.766713392296781
BHVN,1,0.47226251416387904,-3.20873254458781,14.595863367939229
BIDU,1,0.47882489867620226,-1.782302181277655,12.016459998953277
BIIB,1,0.47184883432404245,0.8870055043687239,-8.815598190336118
BILI,1,0.4442923497931724,-5.233190012028592,4.276865512114907
BILL,1,0.3868779888355736,5.40028829161865,2.764552922931104
BIO,1,0.3311510871563481,2.1896377864185306,5.790220188308192
BIP,1,0.44171756415198166,0.5874339501671123,0.8065944423627373
BIPC,1,0.4349517827616546,-1.0356167980348554,3.1314550204073033
BJ,1,0.3710881817241944,3.002369611369049,4.509838305458744
BK,1,0.5543103420375072,1.8147764218194746,-1.9284753765524083
BKH,1,0.5098656343103484,0.0018603783496257528,-5.466096365031518
BKI,1,0.5230480069634189,-2.1905187174644922,1.7077095763985515
BKNG,1,0.4457837774612685,-2.7192413654285112,5.819615888859385
BKR,1,0.41516629294100393,-0.4446898935732211,1.3468000494176446
BKU,1,0.5361863367402181,-1.3501102810929828,1.476380478011111
BL,1,0.6136887753248305,0.8354169383578856,10.036761469478789
BLD,1,0.3644283037237213,5.8931055085161255,23.82209461254631
BLDP,1,0.62142569341856,0.6723122756520293,9.23024516965268
BLDR,1,0.5320718048733014,4.050305590120627,4.229610493183605
BLK,1,0.6701240993546536,0.7287762385023074,0.31649024353270133
BLKB,0,0.5320323655495955,-0.2576891940270868,5.93181175439927
BLL,1,0.4666600458239119,-0.794608158674984,4.7793312335799145
BMBL,1,0.5448147694012373,-2.9631183067810642,-2.5507269115240185
BMI,1,0.3997510312832831,-0.243972553888347,0.6711722432379059
BMO,1,0.8065207134982105,-0.31427901996708096,2.559582871174902
BMRN,1,0.4770990210046725,-2.8461647964731163,12.392675618760398
BMY,1,0.37623883957719534,-0.4072988869367221,-7.259745907378501
BNL,1,0.6806831413283044,0.31834828366938434,-1.0020803603409498
BNS,1,0.7156863065810901,0.8714866797866396,0.6264410041217546
BNTX,1,0.6786322834452998,9.432361562849724,20.123877020595575
BOH,1,0.45541339343943,-0.6149317867131554,8.035484826548489
BOKF,1,0.626849636841661,4.636906021930013,0.8066673180685374
BOOT,1,0.6564436567794171,1.2273579732261155,nan
BOX,1,0.5720495978269897,-1.3704753869873478,8.429922082900244
BP,1,0.5034840718097328,2.439409608215654,-4.524237743710013
BPMC,1,0.307674961056984,4.666563457395006,1.1876947960343143
BPOP,1,0.7082674951210146,0.3418017769471503,3.558207682311244
BR,1,0.5586941232949446,0.894646998720521,3.5701843051053848
BRC,1,0.5978732223136263,-0.2573797815739573,2.5681128104109856
BRFS,1,0.5572345224401466,-1.1602199017566597,4.770421674463869
BRKR,1,0.6186894786294076,1.2320248502036881,-0.23415175344677838
BRO,1,0.5918429786052792,1.5015925097103737,0.6947506128642824
BRX,1,0.7347667170496156,0.46931094397645656,0.10717950154213124
BSAC,1,0.45093403207174954,-1.2938585479550542,-7.253085435578467
BSBR,1,0.5535966293043114,-1.237943609575675,-0.2857140132359096
BSM,1,0.6086575167235811,1.3911774250224413,-1.7857114785881776
BSMX,1,0.5156642878450806,0.09840206296763106,-0.9523820926223343
BSX,1,0.6105820821107694,-0.9324810638989375,-0.8201776112870173
BSY,1,0.46609066663478604,0.29783264572536144,-1.826442805076398
BTG,1,0.5661976920971967,-0.7507512273485345,2.4236981901611587
BTI,1,0.45573965672975236,-2.278170771669319,1.1029097577703453
BTU,1,0.5263768168499602,-0.9323122416873278,-13.36633581564059
BUD,1,0.6629556744718547,-2.2379482675594384,2.3185258826093578
BURL,1,0.6268498019540163,-2.7118035319867477,-2.0489936975479943
BVN,1,0.31889017450823787,-4.73329498728087,0.4612541661666621
BWA,1,0.6030024979042468,-1.17887722213692,2.2629646740774874
BWXT,1,0.5233432076633994,-0.778080369958145,5.0989425055065585
BX,1,0.7982559072916885,7.156108805689065,6.928388667770373
BXMT,1,0.5814629210059945,-0.2960569894175818,1.0779966804030239
BXP,1,0.676689859474466,-0.6529231947218671,1.8181287684030447
BYD,1,0.5509301871976362,-1.6521664568798764,0.7674030018166288
BYND,1,0.5423051164830254,-7.290576606258857,-3.79817351506861
C,1,0.5676429110354431,-0.9069979385601957,-0.3832457839065144
CABO,1,0.4833422846416255,-1.3179610528486925,-0.7376308831423938
CACC,1,0.4224941615685944,7.152530402214764,0.06841791473129098
CACI,1,0.527769730381406,0.21957399980951356,2.6875388393689184
CADE,1,0.4635104823874597,-0.31535052718942236,5.6496207760490265
CAE,1,0.5455508321450889,-1.6123502850841787,5.651379506522362
CAG,1,0.4613450740117127,-0.26061362367704755,2.3649727194421577
CAH,1,0.46799259045334846,-3.6234923753857666,3.959330102061326
CAJ,0,0.6313993789207437,-1.9668361198872732,3.01748946933641
CALM,1,0.5441057997683262,0.23243679613430143,0.8434486802094209
CALX,1,0.39545271159498224,0.5047609943740899,nan
CAR,1,0.7334510026068017,20.244318681850398,5.559243049182472
CARG,1,0.6141221335450957,-0.9793594469885113,18.718133871151025
CARR,1,0.6207958937692136,0.6268998309893304,-2.355584402117717
CASY,1,0.5334759688739757,-0.3050803182976277,-3.1337545496708272
CAT,1,0.6226493383674443,-2.043050514187328,0.21614091218388104
CATY,0,0.5960376403827574,-1.5574292832656398,6.237167254308914
CB,0,0.44301724119102626,2.245208875653137,0.3773598289112707
CBOE,1,0.6335203269165971,1.1531197265254989,0.6034710889721273
CBRE,1,0.7983802143712145,0.8852241944202908,-3.2979983322868
CBRL,1,0.5640352635413095,-0.67220414057469,3.0514969501556264
CBSH,1,0.4624666199030807,-2.580271607234437,2.9420981212397894
CBT,1,0.661773380220064,-2.2372792716802894,-1.3993311915106226
CBU,1,0.623458657690374,0.20078697811571852,1.18919958855159
CBZ,1,0.7083891122533303,6.010158403664154,7.869419612052186
CC,1,0.6469943906484645,-0.9208021307287542,0.8373973815421747
CCCS,1,0.6563378070468258,3.477775468921498,15.74923634358543
CCEP,1,0.6736515603547163,-0.8318934266751611,-1.2615634300559004
CCI,1,0.6802446147806228,-1.4987138694793605,-2.649683891026442
CCJ,1,0.5479305166942713,3.350411571358473,18.582714093312468
CCK,1,0.6226674749100933,0.2565125255881521,0.7320594784251089
CCL,1,0.5640901953960298,-3.5698502284866382,2.742616222407059
CCMP,1,0.3959510783646977,-2.4926734532351964,3.14328404873183
CCOI,1,0.6815549728524088,-0.1577965750358476,0.8173911486394659
CCU,1,0.5504424854418543,0.2433726276545794,-17.36736432860849
CD,1,0.5129210794187421,-2.6258206773782256,1.0972581792316944
CDAY,1,0.3850563020853392,1.8773463889145094,nan
CDEV,1,0.6936824039574623,-2.085886622437761,3.9965967775864484
CDK,1,0.29792201372686944,-0.8153979985429697,-3.891734931537574
CDNS,1,0.3391418203897491,7.137677649364442,7.901452212743887
CDW,1,0.7180593495611396,-0.024104354681779183,0.5689684920743187
CE,1,0.6337119270846949,-0.30985430110450846,1.0335827194286775
CEA,1,0.4603098821860295,-1.1549753242272456,1.937775664979621
CELH,1,0.33263597809781065,0.9337587031909615,0.1497829611856644
CENT,1,0.6716577409468389,1.3294931411023612,2.20016527530475
CENTA,1,0.6708023673770238,2.1851949560206183,3.6842937202860684
CEQP,1,0.7396204784234971,-2.082268280732872,nan
CERE,1,0.292399298711496,5.0427194643600135,23.030645766542303
CERN,1,0.6502164789766139,0.16060488220737415,9.031000193569403
CERT,1,0.4570892758487204,5.206462477716057,9.196725726416094
CF,1,0.5749958540233764,4.799141609217988,8.191268916311168
CFG,1,0.5827871331547205,-1.6141355881812272,10.074974710201884
CFR,1,0.6132457226981197,1.0611895481093696,2.1809887765495697
CG,1,0.706080851693552,2.3423056497555788,16.0909845478246
CGAU,1,0.53549314298424,-5.138136449716758,5.3301892670162605
CGC,1,0.6108194277207352,-3.0971855420595418,-12.338735027186816
CGNX,1,0.42531028166522356,-1.6707120086966079,4.472389275349149
CHD,1,0.41021465652131844,-0.31474365522552816,0.6284947170675961
CHDN,1,0.551372713516322,0.2497724520847413,-1.8694771900359124
CHE,1,0.7005457407750212,2.4686274249161166,10.597297104222244
CHGG,1,0.523265801675738,-6.864478736012579,-25.757893973384554
CHH,1,0.48320013139159235,1.471454593092483,4.308897052952208
CHK,1,0.5581557644602488,-1.523978736832837,5.020001101273819
CHKP,1,0.5219271660960483,0.25100794163040285,3.344130009745628
CHNG,0,0.3747202914843462,-0.074226972114503,1.6471348203684777
CHPT,1,0.5678400795887268,5.403412330280045,7.300175140011474
CHRW,1,0.4172455110005302,0.3699765447852968,0.6010419340696763
CHT,1,0.4906296627401745,0.5012811676011554,0.6615314875271507
CHTR,1,0.49657487334248074,-2.0402814163793193,-6.414047775432062
CHWY,1,0.5913282370948508,-0.7886044024386539,-8.698675331082281
CHX,1,0.6514709959591856,-4.556702951339103,-1.2252757757437858
CI,1,0.5377961795668166,0.23982977102334296,4.259788895899881
CIB,1,0.6512828141974474,-1.5866345974404228,4.396535406595653
CIEN,1,0.34025381063449334,3.376026884110476,-0.42093620938052495
CIG,1,0.4846072139539128,-1.2948809117440796,8.510633333067297
CIGI,1,0.601082838335873,2.1944924987029495,7.221703667636225
CIM,1,0.7459897701101991,-0.2936055109372461,0.9778347661372578
CINF,1,0.7541952485226961,0.7673860770209383,-1.4718035558954619
CIVI,1,0.6700164670936268,0.35958080229074707,6.60080504327977
CIXX,1,0.607183220147689,4.90994988503326,-8.778793731727989
CL,1,0.5427569853384917,-0.4789615233945488,0.8750647373484151
CLBK,1,0.5702560846138958,0.7337198634656779,3.1316287491151265
CLF,1,0.4503195379413641,-0.7360067352139782,6.211990776453276
CLH,1,0.5570047500011205,1.661919391352078,0.08850007656027477
CLR,1,0.7411795928398484,-0.22672615969483886,-1.0520620527944995
CLVT,1,0.4922405147997438,-2.1394152406344062,-2.9111749839186514
CLX,1,0.566581663407699,-0.08516076288903265,1.3855501586599426
CM,1,0.8030229075868706,-0.06525292871522646,0.7689173589160888
CMA,1,0.5863565324106421,0.9705255568904605,-1.0399490123486732
CMC,1,0.6166225513650804,-1.373277986319398,7.427014848865109
CMCSA,1,0.5196225205262192,-1.8703776804642727,-3.100566863257108
CME,1,0.5673827761573289,1.171081615373066,-0.15358579281522614
CMG,1,0.2853059422194693,-1.8002017625143443,2.6823831348091023
CMI,1,0.5258622206393273,0.4898845061936634,3.4743592287594667
CMP,1,0.34480956173770994,-3.3033776768893617,5.037560038442809
CMS,1,0.560596841185838,0.3645983899704999,1.4176290043792563
CNA,1,0.6266050616294633,0.17857822084641495,0.5730440051033234
CNC,1,0.43241153094729584,2.6562864830436004,5.504588232095276
CNHI,1,0.6428711437267106,-0.5985055009941718,7.501510705440882
CNI,1,0.3722221481176573,2.8255781100700283,0.40001737775016055
CNMD,1,0.6070302604552742,0.10369068835022904,0.5261362567861441
CNO,1,0.4890790837742178,-0.7042611527819255,5.65850624194608
CNP,1,0.6460351411574308,-0.0772619407838115,3.4798558379765696
CNQ,1,0.642015450402368,1.1535141801204098,2.1969350735520377
CNR,1,0.701242948399347,-1.592256085282199,5.652465068124018
CNS,1,0.5068024682042036,2.646978545807208,-0.2598716578214814
CNX,0,0.4409210740996626,2.5670075917372204,-0.11507742960963702
CNXC,1,0.6538624428949446,-1.0256744626892087,3.4751030217779597
COF,1,0.7676781804765173,-1.0990426135639344,1.3856556828983801
COHR,0,0.6160938468022042,-0.5660567228923715,2.446778035985357
COKE,1,0.6659950663964834,5.981763823990954,-0.5288320677903106
COLB,1,0.568844534872308,-2.185607042076709,11.211949204223549
COLD,1,0.4723293072711477,-2.480102926187575,-7.333981473994136
COLM,1,0.5522552890518595,-0.9556335694776871,0.9335516260233427
COO,0,0.41124741754544186,-1.4445526697150428,-1.2350554531992868
COOP,1,0.5641887698430872,2.0510178287294605,-3.313466899567811
COP,1,0.5863820726530953,1.8743518474380092,-0.3931266466394904
CORT,1,0.6924135183862692,-2.516539669336414,7.824753093296141
COST,1,0.6729785730812264,4.495011173346642,8.574777994569803
COTY,1,0.560299216220935,-0.7175264627510773,9.046454810483901
COUP,1,0.5772938713081205,-2.6821948278875003,4.613642708667406
CP,1,0.5063735988652066,2.115680548372169,2.085755359865046
CPA,1,0.4396184531659719,-2.0320143552698067,-0.5947676779977001
CPB,1,0.3304848742173324,-0.8848371361308931,0.9857794841990558
CPE,1,0.6611587718725618,5.085609111966035,-2.272730041940112
CPG,1,0.6147820391649379,-1.7701298692343925,5.191690152895814
CPK,1,0.5731544625526874,0.8695890804895803,4.209624591057383
CPNG,1,0.5382459472903959,1.2471440025762777,0.8690470740908668
CPRI,1,0.5272126841185228,2.1959785480287253,-0.26515036301396633
CPRT,1,0.5014958577863244,0.7490428379529512,3.265412256921784
