,Date,Close
0,2021-01-04,13.520000457763672
1,2021-01-05,13.170000076293945
2,2021-01-06,14.600000381469727
3,2021-01-07,14.380000114440918
4,2021-01-08,13.84000015258789
5,2021-01-11,13.680000305175781
6,2021-01-12,14.4399995803833
7,2021-01-13,14.630000114440918
8,2021-01-14,14.720000267028809
9,2021-01-15,14.539999961853027
10,2021-01-19,14.489999771118164
11,2021-01-20,14.5600004196167
12,2021-01-21,14.25
13,2021-01-22,14.279999732971191
14,2021-01-25,13.970000267028809
15,2021-01-26,13.850000381469727
16,2021-01-27,13.40999984741211
17,2021-01-28,13.84000015258789
18,2021-01-29,12.90999984741211
19,2021-02-01,13.220000267028809
20,2021-02-02,13.729999542236328
21,2021-02-03,13.829999923706055
22,2021-02-04,13.979999542236328
23,2021-02-05,13.9399995803833
24,2021-02-08,14.25
25,2021-02-09,13.640000343322754
26,2021-02-10,13.880000114440918
27,2021-02-11,14.09000015258789
28,2021-02-12,14.220000267028809
29,2021-02-16,14.770000457763672
30,2021-02-17,14.619999885559082
31,2021-02-18,14.890000343322754
32,2021-02-19,15.399999618530273
33,2021-02-22,15.770000457763672
34,2021-02-23,15.739999771118164
35,2021-02-24,15.859999656677246
36,2021-02-25,15.130000114440918
37,2021-02-26,15.699999809265137
38,2021-03-01,15.489999771118164
39,2021-03-02,15.1899995803833
40,2021-03-03,15.819999694824219
41,2021-03-04,15.239999771118164
42,2021-03-05,15.520000457763672
43,2021-03-08,15.970000267028809
44,2021-03-09,15.739999771118164
45,2021-03-10,16.299999237060547
46,2021-03-11,16.5
47,2021-03-12,16.860000610351562
48,2021-03-15,17.1299991607666
49,2021-03-16,16.829999923706055
50,2021-03-17,17.389999389648438
51,2021-03-18,17.06999969482422
52,2021-03-19,16.93000030517578
53,2021-03-22,16.229999542236328
54,2021-03-23,15.180000305175781
55,2021-03-24,15.079999923706055
56,2021-03-25,15.40999984741211
57,2021-03-26,15.470000267028809
58,2021-03-29,15.550000190734863
59,2021-03-30,15.75
60,2021-03-31,15.479999542236328
61,2021-04-01,15.699999809265137
62,2021-04-05,15.930000305175781
63,2021-04-06,15.760000228881836
64,2021-04-07,15.90999984741211
65,2021-04-08,15.829999923706055
66,2021-04-09,15.470000267028809
67,2021-04-12,15.720000267028809
68,2021-04-13,15.579999923706055
69,2021-04-14,15.779999732971191
70,2021-04-15,15.739999771118164
71,2021-04-16,15.75
72,2021-04-19,15.630000114440918
73,2021-04-20,15.220000267028809
74,2021-04-21,15.5600004196167
75,2021-04-22,15.350000381469727
76,2021-04-23,15.729999542236328
77,2021-04-26,15.619999885559082
78,2021-04-27,15.949999809265137
79,2021-04-28,16.020000457763672
80,2021-04-29,16.3700008392334
81,2021-04-30,16.139999389648438
82,2021-05-03,16.450000762939453
83,2021-05-04,15.90999984741211
84,2021-05-05,15.84000015258789
85,2021-05-06,15.399999618530273
86,2021-05-07,16.200000762939453
87,2021-05-10,15.380000114440918
88,2021-05-11,15.050000190734863
89,2021-05-12,14.569999694824219
90,2021-05-13,14.800000190734863
91,2021-05-14,15.289999961853027
92,2021-05-17,15.350000381469727
93,2021-05-18,15.260000228881836
94,2021-05-19,14.960000038146973
95,2021-05-20,14.8100004196167
96,2021-05-21,14.789999961853027
97,2021-05-24,15.010000228881836
98,2021-05-25,14.800000190734863
99,2021-05-26,15.350000381469727
100,2021-05-27,15.430000305175781
101,2021-05-28,15.369999885559082
102,2021-06-01,15.800000190734863
103,2021-06-02,15.859999656677246
104,2021-06-03,15.449999809265137
105,2021-06-04,15.470000267028809
106,2021-06-07,16.06999969482422
107,2021-06-08,16.440000534057617
108,2021-06-09,16.229999542236328
109,2021-06-10,16.049999237060547
110,2021-06-11,16.149999618530273
111,2021-06-14,16.049999237060547
112,2021-06-15,16.010000228881836
113,2021-06-16,16.010000228881836
114,2021-06-17,15.739999771118164
115,2021-06-18,15.319999694824219
116,2021-06-21,15.630000114440918
117,2021-06-22,15.539999961853027
118,2021-06-23,15.569999694824219
119,2021-06-24,15.6899995803833
120,2021-06-25,15.460000038146973
121,2021-06-28,15.050000190734863
122,2021-06-29,15.069999694824219
123,2021-06-30,15.229999542236328
124,2021-07-01,15.220000267028809
125,2021-07-02,15.079999923706055
126,2021-07-06,14.510000228881836
127,2021-07-07,14.069999694824219
128,2021-07-08,13.899999618530273
129,2021-07-09,14.390000343322754
130,2021-07-12,14.529999732971191
131,2021-07-13,14.289999961853027
132,2021-07-14,14.5
133,2021-07-15,14.449999809265137
134,2021-07-16,14.020000457763672
135,2021-07-19,13.270000457763672
136,2021-07-20,14.010000228881836
137,2021-07-21,14.619999885559082
138,2021-07-22,14.470000267028809
139,2021-07-23,14.390000343322754
140,2021-07-26,14.59000015258789
141,2021-07-27,14.40999984741211
142,2021-07-28,14.34000015258789
143,2021-07-29,14.59000015258789
144,2021-07-30,14.350000381469727
145,2021-08-02,14.029999732971191
146,2021-08-03,14.119999885559082
147,2021-08-04,13.680000305175781
148,2021-08-05,14.390000343322754
149,2021-08-06,14.569999694824219
150,2021-08-09,14.039999961853027
151,2021-08-10,14.270000457763672
152,2021-08-11,14.579999923706055
153,2021-08-12,14.539999961853027
154,2021-08-13,14.539999961853027
155,2021-08-16,14.260000228881836
156,2021-08-17,13.90999984741211
157,2021-08-18,13.920000076293945
158,2021-08-19,13.520000457763672
159,2021-08-20,13.779999732971191
160,2021-08-23,14.010000228881836
161,2021-08-24,14.289999961853027
162,2021-08-25,14.279999732971191
163,2021-08-26,14.010000228881836
164,2021-08-27,14.65999984741211
165,2021-08-30,14.399999618530273
166,2021-08-31,14.430000305175781
167,2021-09-01,14.569999694824219
168,2021-09-02,14.569999694824219
169,2021-09-03,14.399999618530273
170,2021-09-07,14.34000015258789
171,2021-09-08,14.199999809265137
172,2021-09-09,14.029999732971191
173,2021-09-10,13.760000228881836
174,2021-09-13,14.539999961853027
175,2021-09-14,14.350000381469727
176,2021-09-15,14.380000114440918
177,2021-09-16,14.359999656677246
178,2021-09-17,14.260000228881836
179,2021-09-20,14.239999771118164
180,2021-09-21,14.40999984741211
181,2021-09-22,14.449999809265137
182,2021-09-23,15.0
183,2021-09-24,15.029999732971191
184,2021-09-27,15.149999618530273
185,2021-09-28,14.920000076293945
186,2021-09-29,15.109999656677246
187,2021-09-30,14.859999656677246
188,2021-10-01,15.369999885559082
189,2021-10-04,15.149999618530273
190,2021-10-05,14.920000076293945
191,2021-10-06,14.850000381469727
192,2021-10-07,14.890000343322754
193,2021-10-08,14.819999694824219
194,2021-10-11,14.819999694824219
195,2021-10-12,14.859999656677246
196,2021-10-13,14.579999923706055
197,2021-10-14,14.789999961853027
198,2021-10-15,14.890000343322754
199,2021-10-18,14.920000076293945
200,2021-10-19,14.6899995803833
201,2021-10-20,14.359999656677246
202,2021-10-21,14.699999809265137
203,2021-10-22,14.4399995803833
204,2021-10-25,14.649999618530273
205,2021-10-26,14.369999885559082
206,2021-10-27,14.319999694824219
207,2021-10-28,14.470000267028809
208,2021-10-29,14.420000076293945
209,2021-11-01,15.010000228881836
210,2021-11-02,15.15999984741211
211,2021-11-03,15.90999984741211
212,2021-11-04,15.1899995803833
213,2021-11-05,15.520000457763672
214,2021-11-08,15.069999694824219
215,2021-11-09,15.109999656677246
216,2021-11-10,14.8100004196167
217,2021-11-11,14.489999771118164
218,2021-11-12,14.289999961853027
219,2021-11-15,14.3100004196167
220,2021-11-16,13.960000038146973
221,2021-11-17,13.890000343322754
222,2021-11-18,13.640000343322754
223,2021-11-19,13.6899995803833
224,2021-11-22,13.4399995803833
225,2021-11-23,13.6899995803833
226,2021-11-24,13.779999732971191
227,2021-11-26,12.75
228,2021-11-29,12.90999984741211
229,2021-11-30,12.59000015258789
230,2021-12-01,12.010000228881836
231,2021-12-02,12.619999885559082
232,2021-12-03,12.460000038146973
