,Date,Close
0,2021-01-04,36.61000061035156
1,2021-01-05,36.93000030517578
2,2021-01-06,38.38999938964844
3,2021-01-07,37.959999084472656
4,2021-01-08,37.209999084472656
5,2021-01-11,37.099998474121094
6,2021-01-12,37.209999084472656
7,2021-01-13,36.619998931884766
8,2021-01-14,36.279998779296875
9,2021-01-15,36.06999969482422
10,2021-01-19,36.18000030517578
11,2021-01-20,36.75
12,2021-01-21,36.91999816894531
13,2021-01-22,37.400001525878906
14,2021-01-25,36.720001220703125
15,2021-01-26,36.279998779296875
16,2021-01-27,35.93000030517578
17,2021-01-28,35.95000076293945
18,2021-01-29,36.43000030517578
19,2021-02-01,37.40999984741211
20,2021-02-02,37.220001220703125
21,2021-02-03,36.849998474121094
22,2021-02-04,36.93000030517578
23,2021-02-05,37.689998626708984
24,2021-02-08,38.400001525878906
25,2021-02-09,38.29999923706055
26,2021-02-10,38.72999954223633
27,2021-02-11,38.209999084472656
28,2021-02-12,38.779998779296875
29,2021-02-16,38.41999816894531
30,2021-02-17,38.22999954223633
31,2021-02-18,38.56999969482422
32,2021-02-19,38.68000030517578
33,2021-02-22,38.130001068115234
34,2021-02-23,38.58000183105469
35,2021-02-24,38.70000076293945
36,2021-02-25,38.16999816894531
37,2021-02-26,37.560001373291016
38,2021-03-01,38.810001373291016
39,2021-03-02,39.119998931884766
40,2021-03-03,39.040000915527344
41,2021-03-04,38.790000915527344
42,2021-03-05,40.380001068115234
43,2021-03-08,41.72999954223633
44,2021-03-09,42.5099983215332
45,2021-03-10,42.29999923706055
46,2021-03-11,41.27000045776367
47,2021-03-12,42.0099983215332
48,2021-03-15,43.18000030517578
49,2021-03-16,42.939998626708984
50,2021-03-17,42.790000915527344
51,2021-03-18,42.16999816894531
52,2021-03-19,41.47999954223633
53,2021-03-22,42.209999084472656
54,2021-03-23,41.61000061035156
55,2021-03-24,41.88999938964844
56,2021-03-25,42.849998474121094
57,2021-03-26,43.0099983215332
58,2021-03-29,43.41999816894531
59,2021-03-30,42.720001220703125
60,2021-03-31,42.029998779296875
61,2021-04-01,41.9900016784668
62,2021-04-05,42.36000061035156
63,2021-04-06,42.689998626708984
64,2021-04-07,42.04999923706055
65,2021-04-08,42.04999923706055
66,2021-04-09,42.11000061035156
67,2021-04-12,42.279998779296875
68,2021-04-13,42.33000183105469
69,2021-04-14,42.25
70,2021-04-15,42.470001220703125
71,2021-04-16,43.54999923706055
72,2021-04-19,43.709999084472656
73,2021-04-20,43.61000061035156
74,2021-04-21,44.18000030517578
75,2021-04-22,43.65999984741211
76,2021-04-23,43.869998931884766
77,2021-04-26,43.310001373291016
78,2021-04-27,43.099998474121094
79,2021-04-28,41.27000045776367
80,2021-04-29,42.31999969482422
81,2021-04-30,42.16999816894531
82,2021-05-03,42.54999923706055
83,2021-05-04,42.65999984741211
84,2021-05-05,43.22999954223633
85,2021-05-06,43.11000061035156
86,2021-05-07,43.220001220703125
87,2021-05-10,43.040000915527344
88,2021-05-11,43.11000061035156
89,2021-05-12,42.45000076293945
90,2021-05-13,43.560001373291016
91,2021-05-14,43.27000045776367
92,2021-05-17,43.81999969482422
93,2021-05-18,43.709999084472656
94,2021-05-19,42.81999969482422
95,2021-05-20,43.2599983215332
96,2021-05-21,43.209999084472656
97,2021-05-24,43.18000030517578
98,2021-05-25,42.59000015258789
99,2021-05-26,42.27000045776367
100,2021-05-27,42.20000076293945
101,2021-05-28,42.130001068115234
102,2021-06-01,42.380001068115234
103,2021-06-02,42.119998931884766
104,2021-06-03,42.13999938964844
105,2021-06-04,42.33000183105469
106,2021-06-07,41.45000076293945
107,2021-06-08,41.45000076293945
108,2021-06-09,41.59000015258789
109,2021-06-10,42.150001525878906
110,2021-06-11,42.56999969482422
111,2021-06-14,42.09000015258789
112,2021-06-15,42.25
113,2021-06-16,41.75
